EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 15-08-2025
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 RR   : precipitation amount in 0.1 mm
30-34 Q_RR : Quality code for RR (0='valid'; 1='suspect'; 9='missing')

This is the series (SOUID: 156852) of UNITED KINGDOM, DURHAM (STAID: 461)
See file sources.txt for more info.



 STAID, SOUID,    DATE,   RR, Q_RR
   461,156852,18810121,   10,    0
   461,156852,18810122,    0,    0
   461,156852,18810123,    3,    0
   461,156852,18810124,    0,    0
   461,156852,18810125,    0,    0
   461,156852,18810126,    8,    0
   461,156852,18810127,    0,    0
   461,156852,18810128,    3,    0
   461,156852,18810129,    5,    0
   461,156852,18810130,    0,    0
   461,156852,18810131,    0,    0
   461,156852,18810201,    0,    0
   461,156852,18810202,   30,    0
   461,156852,18810203,   28,    0
   461,156852,18810204,    6,    0
   461,156852,18810205,   31,    0
   461,156852,18810206,    0,    0
   461,156852,18810207,   35,    0
   461,156852,18810208,   15,    0
   461,156852,18810209,   69,    0
   461,156852,18810210,  140,    0
   461,156852,18810211,    3,    0
   461,156852,18810212,    0,    0
   461,156852,18810213,   20,    0
   461,156852,18810214,   87,    0
   461,156852,18810215,    3,    0
   461,156852,18810216,    0,    0
   461,156852,18810217,    0,    0
   461,156852,18810218,    0,    0
   461,156852,18810219,    2,    0
   461,156852,18810220,    9,    0
   461,156852,18810221,   25,    0
   461,156852,18810222,   69,    0
   461,156852,18810223,    0,    0
   461,156852,18810224,    1,    0
   461,156852,18810225,    0,    0
   461,156852,18810226,   73,    0
   461,156852,18810227,   52,    0
   461,156852,18810228,    6,    0
   461,156852,18810301,    0,    0
   461,156852,18810302,    0,    0
   461,156852,18810303,    0,    0
   461,156852,18810304,    6,    0
   461,156852,18810305,   69,    0
   461,156852,18810306,  197,    0
   461,156852,18810307,   46,    0
   461,156852,18810308,    6,    0
